"","STATE","COUNTY","cases","lat","lon","check"
"461","MO","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"462","MO","MADISON",1,34.719303,-86.475425,"MADISON"
"463","MO","PHELPS",1,37.898204,-91.797641,"PHELPS"
"464","MO","ST. CHARLES",2,29.841219,-90.430699,"ST. CHARLES"
"465","MO","ST. FRANCOIS",1,37.89192,-90.38,"ST. FRANCOIS"
"466","MO","ST. LOUIS",10,47.256933,-92.00427,"ST. LOUIS"
"467","MO","ST. LOUIS CITY",2,38.631501,-90.19231,"ST. LOUIS CITY"
"468","MO","WARREN",1,33.447102,-82.642214,"WARREN"
"469","MO","WRIGHT",1,42.651566,-93.582732,"WRIGHT"
"470","MS","BOLIVAR",1,34.074216,-90.75974,"BOLIVAR"
"471","MS","CLAY",1,33.116229,-86.138624,"CLAY"
"472","MS","DE SOTO",2,27.186146,-81.809939,"DE SOTO"
"473","MS","FORREST",1,31.245138,-89.28071,"FORREST"
"474","MS","HARRISON",1,41.779196,-95.716392,"HARRISON"
"475","MS","HINDS",2,32.406956,-90.46141,"HINDS"
"476","MS","JONES",2,32.991607,-83.567362,"JONES"
"477","MS","LAMAR",1,33.950211,-88.018981,"LAMAR"
"478","MS","LAUDERDALE",1,34.942388,-87.273375,"LAUDERDALE"
"479","MS","LEE",1,32.621147,-85.392878,"LEE"
"480","MS","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"481","MS","MADISON",3,34.719303,-86.475425,"MADISON"
"482","MS","NESHOBA",1,32.754387,-89.116797,"NESHOBA"
"483","MS","NEWTON",1,35.924868,-93.232298,"NEWTON"
"484","MS","OKTIBBEHA",1,33.42554,-88.879117,"OKTIBBEHA"
"485","MS","PANOLA",1,34.343102,-89.956497,"PANOLA"
"486","MS","PONTOTOC",1,34.171543,-89.032791,"PONTOTOC"
"487","MS","PRENTISS",1,34.632922,-88.533107,"PRENTISS"
"488","MS","RANKIN",1,32.300019,-89.938693,"RANKIN"
"489","MS","SCOTT",1,34.882558,-94.079724,"SCOTT"
"490","MS","SMITH",1,39.766784,-98.919297,"SMITH"
"491","MS","STONE",1,35.91896,-92.127207,"STONE"
"492","MS","TIPPAH",1,34.667999,-88.99877,"TIPPAH"
"493","MS","TISHOMINGO",1,34.550663,-88.22674,"TISHOMINGO"
"494","MS","UNION",1,33.266043,-92.597514,"UNION"
"495","MS","WARREN",1,33.447102,-82.642214,"WARREN"
"496","MS","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
"497","MT","CASCADE",2,47.402024,-111.422948,"CASCADE"
"498","MT","FLATHEAD",1,48.202765,-114.303919,"FLATHEAD"
"499","MT","GALLATIN",3,37.887676,-88.146409,"GALLATIN"
"500","MT","LEWIS AND CLARK",1,47.444053,-112.513362,"LEWIS AND CLARK"
"501","MT","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"502","MT","MISSOULA",2,46.853606,-113.909123,"MISSOULA"
"503","MT","SILVER BOW",1,45.997895,-112.598765,"SILVER BOW"
"504","NC","ALAMANCE",2,36.031836,-79.485643,"ALAMANCE"
"505","NC","BEAUFORT",1,35.373666,-76.861978,"BEAUFORT"
"506","NC","BRUNSWICK",1,33.926255,-78.07127,"BRUNSWICK"
"507","NC","BUNCOMBE",2,35.628016,-82.556751,"BUNCOMBE"
"508","NC","CABARRUS",1,35.371633,-80.562141,"CABARRUS"
"509","NC","CHATHAM",2,32.107103,-81.291335,"CHATHAM"
"510","NC","CHOWAN",1,36.135621,-76.580107,"CHOWAN"
"511","NC","CLEVELAND",1,33.866338,-92.276397,"CLEVELAND"
"512","NC","CUMBERLAND",1,39.274017,-88.124598,"CUMBERLAND"
"513","NC","DAVIDSON",3,35.608108,-80.144554,"DAVIDSON"
"514","NC","DUPLIN",1,35.141931,-78.099221,"DUPLIN"
"515","NC","FORSYTH",4,34.193041,-84.092588,"FORSYTH"
"516","NC","GASTON",1,35.365255,-81.087967,"GASTON"
"517","NC","GUILFORD",4,36.193624,-79.674079,"GUILFORD"
"518","NC","HALIFAX",1,36.279884,-77.723443,"HALIFAX"
"519","NC","HARNETT",1,35.478164,-78.729411,"HARNETT"
"520","NC","IREDELL",1,35.719228,-80.89909,"IREDELL"
"521","NC","LENOIR",1,35.220079,-77.615508,"LENOIR"
"522","NC","MACON",2,32.250651,-85.752417,"MACON"
"523","NC","MADISON",1,34.719303,-86.475425,"MADISON"
"524","NC","MARTIN",1,27.050934,-80.158594,"MARTIN"
"525","NC","MECKLENBURG",8,35.473286,-80.872585,"MECKLENBURG"
"526","NC","MOORE",3,35.326471,-79.548614,"MOORE"
"527","NC","NEW HANOVER",2,34.163503,-77.95481,"NEW HANOVER"
"528","NC","ONSLOW",1,34.527983,-77.514707,"ONSLOW"
"529","NC","POLK",1,34.537164,-94.0972,"POLK"
"530","NC","ROWAN",3,38.128726,-83.442495,"ROWAN"
"531","NC","SURRY",1,36.385903,-80.589507,"SURRY"
"532","NC","TRANSYLVANIA",1,35.205962,-82.898272,"TRANSYLVANIA"
"533","NC","UNION",2,33.266043,-92.597514,"UNION"
"534","NC","WAKE",7,35.748012,-78.834012,"WAKE"
"535","NC","WAYNE",3,31.600775,-81.957787,"WAYNE"
"536","NC","WILSON",1,37.525023,-95.661801,"WILSON"
"537","NC","YANCEY",1,35.835649,-82.268193,"YANCEY"
"538","ND","BENSON",1,48.28641,-99.404705,"BENSON"
"539","ND","BOWMAN",1,46.205537,-103.521263,"BOWMAN"
"540","ND","CASS",3,41.390677,-94.813882,"CASS"
"541","ND","STUTSMAN",2,46.921005,-98.745485,"STUTSMAN"
"542","ND","WARD",1,48.084625,-101.419006,"WARD"
"543","ND","WILLIAMS",1,48.405038,-103.407189,"WILLIAMS"
"544","NE","BUFFALO",1,40.916581,-99.292974,"BUFFALO"
"545","NE","CASS",1,41.390677,-94.813882,"CASS"
"546","NE","CEDAR",1,41.864242,-91.024771,"CEDAR"
"547","NE","DAWES",1,42.774479,-103.138479,"DAWES"
"548","NE","DEUEL",1,41.111961,-102.261262,"DEUEL"
"549","NE","DODGE",1,32.150374,-83.055544,"DODGE"
"550","NE","DOUGLAS",4,39.374779,-104.849988,"DOUGLAS"
"551","NE","HALL",1,34.334398,-83.837912,"HALL"
"552","NE","HAMILTON",1,30.495814,-82.985428,"HAMILTON"
"553","NE","HOLT",1,40.126706,-95.329064,"HOLT"
"554","NE","LANCASTER",3,40.664491,-96.518083,"LANCASTER"
"555","NE","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"556","NE","MADISON",1,34.719303,-86.475425,"MADISON"
"557","NE","PLATTE",1,39.396278,-94.725832,"PLATTE"
"558","NE","SAUNDERS",2,41.102696,-96.577634,"SAUNDERS"
"559","NE","SCOTT BLUFF",1,41.80602,-103.75796,"SCOTT BLUFF"
"560","NH","CARROLL",1,36.431111,-93.699392,"CARROLL"
"561","NH","CHESHIRE",1,42.903656,-72.248052,"CHESHIRE"
"562","NH","HILLSBOROUGH",2,27.764761,-82.273409,"HILLSBOROUGH"
"563","NH","MERRIMACK",2,43.065097,-71.443616,"MERRIMACK"
"564","NH","ROCKINGHAM",7,36.348831,-79.894851,"ROCKINGHAM"
"565","NH","STRAFFORD",1,43.285282,-70.930684,"STRAFFORD"
"566","NJ","ATLANTIC",2,39.563616,-74.711081,"ATLANTIC"
"567","NJ","BERGEN",6,40.820541,-73.98782,"BERGEN"
"568","NJ","BURLINGTON",1,40.049948,-74.917061,"BURLINGTON"
"569","NJ","CAMDEN",3,30.804684,-81.627717,"CAMDEN"
"570","NJ","CAPE MAY",1,39.112027,-74.731427,"CAPE MAY"
"571","NJ","CUMBERLAND",4,39.274017,-88.124598,"CUMBERLAND"
"572","NJ","ESSEX",6,42.647991,-71.165685,"ESSEX"
"573","NJ","GLOUCESTER",1,39.802163,-75.339215,"GLOUCESTER"
"574","NJ","HUDSON",6,40.670858,-74.109486,"HUDSON"
"575","NJ","MERCER",2,41.197762,-90.730944,"MERCER"
"576","NJ","MIDDLESEX",5,41.349098,-72.41338,"MIDDLESEX"
"577","NJ","MONMOUTH",1,40.358409,-74.068143,"MONMOUTH"
"578","NJ","MORRIS",8,38.565758,-96.801336,"MORRIS"
"579","NJ","OCEAN",8,39.753858,-74.293989,"OCEAN"
"580","NJ","PASSAIC",3,40.877949,-74.141237,"PASSAIC"
"581","NJ","SOMERSET",3,37.998308,-75.818797,"SOMERSET"
"582","NJ","SUSSEX",2,38.555533,-75.186955,"SUSSEX"
"583","NJ","UNION",4,33.266043,-92.597514,"UNION"
"584","NM","BERNALILLO",5,35.124363,-106.375103,"BERNALILLO"
"585","NM","DONA ANA",2,32.52512,-107.100101,"DONA ANA"
"586","NM","EDDY",1,47.71736,-98.898693,"EDDY"
"587","NM","LEA",1,32.690034,-103.209405,"LEA"
"588","NM","OTERO",1,38.102941,-103.5367,"OTERO"
"589","NM","SANDOVAL",1,35.337752,-106.392905,"SANDOVAL"
"590","NM","SANTA FE",2,35.264653,-106.083792,"SANTA FE"
"591","NM","VALENCIA",1,34.651051,-106.695247,"VALENCIA"
"592","NV","CLARK",9,34.055486,-93.189406,"CLARK"
"593","NV","DOUGLAS",1,39.374779,-104.849988,"DOUGLAS"
"594","NV","LYON",1,43.352717,-96.311777,"LYON"
"595","NV","NYE",1,36.819857,-116.609372,"NYE"
"596","NV","WASHOE",3,39.239457,-119.971133,"WASHOE"
"597","NY","ALBANY",2,42.482455,-73.936671,"ALBANY"
"598","NY","BRONX",4,40.819329,-73.920355,"BRONX"
"599","NY","BROOME",2,42.080494,-76.097288,"BROOME"
"600","NY","CATTARAUGUS",1,42.408583,-78.984391,"CATTARAUGUS"
"601","NY","CHAUTAUQUA",1,37.130234,-96.444127,"CHAUTAUQUA"
"602","NY","CHEMUNG",2,42.156516,-76.93164,"CHEMUNG"
"603","NY","CORTLAND",1,42.565932,-75.955301,"CORTLAND"
"604","NY","DUTCHESS",4,41.826491,-73.710901,"DUTCHESS"
"605","NY","ERIE",7,43.013808,-78.525296,"ERIE"
"606","NY","FRANKLIN",1,34.373392,-87.946916,"FRANKLIN"
"607","NY","FULTON",1,36.374704,-91.804608,"FULTON"
"608","NY","GREENE",2,32.737366,-87.967724,"GREENE"
"609","NY","HERKIMER",2,43.271433,-75.04774,"HERKIMER"
"610","NY","KINGS",9,36.316529,-119.704594,"KINGS"
"611","NY","LEWIS",1,46.269379,-116.539248,"LEWIS"
"612","NY","LIVINGSTON",1,41.059551,-88.417086,"LIVINGSTON"
"613","NY","MADISON",1,34.719303,-86.475425,"MADISON"
"614","NY","MONROE",8,31.56779,-87.250028,"MONROE"
"615","NY","MONTGOMERY",1,32.310624,-86.186132,"MONTGOMERY"
"616","NY","NASSAU",8,30.521109,-81.906051,"NASSAU"
"617","NY","NEW YORK",16,40.750422,-73.996328,"NEW YORK"
"618","NY","NIAGARA",6,43.291696,-78.626944,"NIAGARA"
"619","NY","ONEIDA",6,42.234859,-112.599201,"ONEIDA"
"620","NY","ONONDAGA",2,42.823968,-76.062425,"ONONDAGA"
"621","NY","ONTARIO",1,42.813576,-77.289687,"ONTARIO"
"622","NY","ORANGE",2,33.640302,-117.769442,"ORANGE"
"623","NY","OTSEGO",1,45.02396,-84.755439,"OTSEGO"
"624","NY","PUTNAM",2,29.799631,-81.627324,"PUTNAM"
"625","NY","QUEENS",14,40.745263,-73.711159,"QUEENS"
"626","NY","RENSSELAER",2,42.670645,-73.55142,"RENSSELAER"
"627","NY","RICHMOND",2,33.359709,-82.198897,"RICHMOND"
"628","NY","ROCKLAND",2,41.137295,-74.105737,"ROCKLAND"
"629","NY","SCHENECTADY",2,42.859176,-73.902117,"SCHENECTADY"
"630","NY","SUFFOLK",11,42.370567,-71.026964,"SUFFOLK"
"631","NY","ULSTER",1,41.96973,-74.06678,"ULSTER"
"632","NY","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
"633","NY","WESTCHESTER",16,41.293169,-73.759033,"WESTCHESTER"
"634","NY","WYOMING",1,42.597171,-78.37463,"WYOMING"
"635","NY","YATES",1,42.754115,-77.026379,"YATES"
"636","OH","ADAMS",2,39.788286,-104.822765,"ADAMS"
"637","OH","ALLEN",2,41.103797,-85.292474,"ALLEN"
"638","OH","ASHTABULA",1,41.740136,-80.602278,"ASHTABULA"
"639","OH","BROWN",1,39.978147,-90.756924,"BROWN"
"640","OH","BUTLER",1,31.642713,-86.734317,"BUTLER"
"641","OH","CLARK",1,34.055486,-93.189406,"CLARK"
"642","OH","CLINTON",1,41.9604,-90.636408,"CLINTON"
"643","OH","COLUMBIANA",2,40.677372,-80.600629,"COLUMBIANA"
"644","OH","CUYAHOGA",9,41.456905,-81.693019,"CUYAHOGA"
"645","OH","DEFIANCE",1,41.296657,-84.390413,"DEFIANCE"
"646","OH","DELAWARE",2,42.457286,-91.564233,"DELAWARE"
"647","OH","ERIE",1,43.013808,-78.525296,"ERIE"
"648","OH","FAYETTE",2,33.712675,-87.774117,"FAYETTE"
"649","OH","FRANKLIN",5,34.373392,-87.946916,"FRANKLIN"
"650","OH","GALLIA",2,38.92307,-82.276201,"GALLIA"
"651","OH","GEAUGA",1,41.447117,-81.152938,"GEAUGA"
"652","OH","GREENE",1,32.737366,-87.967724,"GREENE"
"653","OH","HAMILTON",9,30.495814,-82.985428,"HAMILTON"
"654","OH","HURON",1,43.79455,-82.949138,"HURON"
"655","OH","JEFFERSON",1,33.578097,-86.987228,"JEFFERSON"
"656","OH","LAKE",3,38.946476,-122.657017,"LAKE"
"657","OH","LAWRENCE",1,34.673954,-87.28962,"LAWRENCE"
"658","OH","LICKING",1,40.100513,-82.612389,"LICKING"
"659","OH","LORAIN",2,41.361746,-82.253828,"LORAIN"
"660","OH","LUCAS",2,41.046868,-93.309464,"LUCAS"
"661","OH","MAHONING",4,41.034545,-80.928626,"MAHONING"
"662","OH","MEIGS",1,39.085629,-81.921443,"MEIGS"
"663","OH","MONTGOMERY",7,32.310624,-86.186132,"MONTGOMERY"
"664","OH","MUSKINGUM",2,39.927415,-82.004058,"MUSKINGUM"
"665","OH","OTTAWA",2,39.019928,-97.622108,"OTTAWA"
"666","OH","PICKAWAY",1,39.67194,-83.015457,"PICKAWAY"
"667","OH","PORTAGE",1,41.040507,-81.194614,"PORTAGE"
"668","OH","RICHLAND",1,38.65,-88.047886,"RICHLAND"
"669","OH","SANDUSKY",1,41.278621,-83.244604,"SANDUSKY"
"670","OH","STARK",6,41.176471,-89.657789,"STARK"
"671","OH","SUMMIT",7,39.475323,-106.022472,"SUMMIT"
"672","OH","WARREN",2,33.447102,-82.642214,"WARREN"
"673","OH","WILLIAMS",1,48.405038,-103.407189,"WILLIAMS"
"674","OH","WOOD",1,41.376449,-83.613714,"WOOD"
"675","OH","WYANDOT",1,40.927265,-83.387038,"WYANDOT"
"676","OK","BRYAN",1,32.159233,-81.502963,"BRYAN"
"677","OK","CHEROKEE",1,34.359072,-85.611793,"CHEROKEE"
"678","OK","CLEVELAND",1,33.866338,-92.276397,"CLEVELAND"
"679","OK","COMANCHE",1,37.25486,-99.322574,"COMANCHE"
"680","OK","CREEK",2,35.835606,-96.303922,"CREEK"
"681","OK","GREER",1,34.950884,-99.394148,"GREER"
"682","OK","HUGHES",1,35.028521,-96.235928,"HUGHES"
"683","OK","LE FLORE",1,35.025939,-94.618339,"LE FLORE"
"684","OK","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"685","OK","MAYES",2,36.43736,-95.26975,"MAYES"
"686","OK","OKFUSKEE",1,35.513491,-96.495334,"OKFUSKEE"
"687","OK","OKLAHOMA",5,35.674777,-97.499681,"OKLAHOMA"
"688","OK","OKMULGEE",2,35.737125,-96.026538,"OKMULGEE"
"689","OK","PAYNE",2,36.029294,-96.855949,"PAYNE"
"690","OK","POTTAWATOMIE",2,39.277337,-96.164714,"POTTAWATOMIE"
"691","OK","SEQUOYAH",2,35.532577,-95.109916,"SEQUOYAH"
"692","OK","TEXAS",1,37.309426,-92.214372,"TEXAS"
"693","OK","TULSA",6,35.93345,-95.877617,"TULSA"
"694","OK","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
"695","OR","BAKER",1,30.302616,-82.190828,"BAKER"
"696","OR","CLACKAMAS",3,45.247636,-122.468991,"CLACKAMAS"
"697","OR","COOS",1,44.512344,-71.194226,"COOS"
"698","OR","CURRY",1,34.497241,-103.294978,"CURRY"
"699","OR","DESCHUTES",1,44.082037,-121.227125,"DESCHUTES"
"700","OR","DOUGLAS",2,39.374779,-104.849988,"DOUGLAS"
"701","OR","JACKSON",1,34.799983,-85.803464,"JACKSON"
"702","OR","LANE",3,38.474188,-100.464651,"LANE"
"703","OR","LINN",1,42.157086,-91.645825,"LINN"
"704","OR","MALHEUR",1,43.785214,-117.368446,"MALHEUR"
"705","OR","MARION",2,34.16493,-87.739592,"MARION"
"706","OR","MORROW",1,40.479648,-82.852969,"MORROW"
"707","OR","MULTNOMAH",6,45.582981,-122.101103,"MULTNOMAH"
"708","OR","UNION",3,33.266043,-92.597514,"UNION"
"709","OR","WALLOWA",1,45.648199,-117.169858,"WALLOWA"
"710","OR","YAMHILL",1,45.121454,-123.191368,"YAMHILL"
"711","PA","ALLEGHENY",6,40.493128,-79.903121,"ALLEGHENY"
"712","PA","ARMSTRONG",2,40.847829,-79.451575,"ARMSTRONG"
"713","PA","BEAVER",4,36.750783,-100.478393,"BEAVER"
"714","PA","BERKS",6,40.454205,-75.581444,"BERKS"
"715","PA","BLAIR",1,40.489433,-78.349874,"BLAIR"
"716","PA","BUCKS",5,40.328645,-75.10278,"BUCKS"
"717","PA","BUTLER",1,31.642713,-86.734317,"BUTLER"
"718","PA","CAMBRIA",4,40.658721,-78.794582,"CAMBRIA"
"719","PA","CARBON",1,45.161913,-109.158349,"CARBON"
"720","PA","CENTRE",1,40.813628,-78.238986,"CENTRE"
"721","PA","CHESTER",5,40.040057,-75.488793,"CHESTER"
"722","PA","CLEARFIELD",2,41.054375,-78.41095,"CLEARFIELD"
"723","PA","COLUMBIA",1,33.112106,-93.203998,"COLUMBIA"
"724","PA","CUMBERLAND",1,39.274017,-88.124598,"CUMBERLAND"
"725","PA","DELAWARE",3,42.457286,-91.564233,"DELAWARE"
"726","PA","ERIE",1,43.013808,-78.525296,"ERIE"
"727","PA","INDIANA",1,40.542875,-79.397809,"INDIANA"
"728","PA","LACKAWANNA",1,41.487598,-75.533403,"LACKAWANNA"
"729","PA","LANCASTER",1,40.664491,-96.518083,"LANCASTER"
"730","PA","LAWRENCE",1,34.673954,-87.28962,"LAWRENCE"
"731","PA","LEBANON",1,40.352637,-76.435873,"LEBANON"
"732","PA","LEHIGH",4,40.514472,-75.602941,"LEHIGH"
"733","PA","LUZERNE",7,40.964584,-76.008333,"LUZERNE"
"734","PA","LYCOMING",2,41.266716,-76.958314,"LYCOMING"
"735","PA","MC KEAN",1,41.742791,-78.78726,"MC KEAN"
"736","PA","MONROE",1,31.56779,-87.250028,"MONROE"
"737","PA","MONTGOMERY",4,32.310624,-86.186132,"MONTGOMERY"
"738","PA","NORTHUMBERLND",1,40.894363,-76.596151,"NORTHUMBERLND"
"739","PA","PHILADELPHIA",13,40.001811,-75.11787,"PHILADELPHIA"
"740","PA","PIKE",1,31.839131,-85.928538,"PIKE"
"741","PA","SCHUYLKILL",2,40.708751,-76.282986,"SCHUYLKILL"
"742","PA","SOMERSET",2,37.998308,-75.818797,"SOMERSET"
"743","PA","UNION",2,33.266043,-92.597514,"UNION"
"744","PA","VENANGO",1,41.330725,-79.775153,"VENANGO"
"745","PA","WARREN",1,33.447102,-82.642214,"WARREN"
"746","PA","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
"747","PA","WESTMORELAND",2,40.361852,-79.75128,"WESTMORELAND"
"748","PA","YORK",2,43.279539,-70.740013,"YORK"
"749","RI","KENT",1,39.156376,-75.49549,"KENT"
"750","RI","PROVIDENCE",2,41.954098,-71.462053,"PROVIDENCE"
"751","RI","WASHINGTON",3,31.406683,-88.175846,"WASHINGTON"
"752","SC","AIKEN",2,33.605723,-81.365813,"AIKEN"
"753","SC","ANDERSON",3,38.213685,-95.299014,"ANDERSON"
"754","SC","BEAUFORT",1,35.373666,-76.861978,"BEAUFORT"
"755","SC","CALHOUN",2,33.759768,-85.792328,"CALHOUN"
"756","SC","CHARLESTON",2,32.780326,-79.940844,"CHARLESTON"
"757","SC","CHESTERFIELD",1,34.470238,-80.256814,"CHESTERFIELD"
"758","SC","DORCHESTER",1,38.479813,-76.079864,"DORCHESTER"
"759","SC","EDGEFIELD",1,33.767808,-81.987524,"EDGEFIELD"
"760","SC","GREENVILLE",3,34.848567,-82.402871,"GREENVILLE"
"761","SC","GREENWOOD",1,37.980393,-96.199508,"GREENWOOD"
"762","SC","HORRY",2,33.939968,-79.041027,"HORRY"
"763","SC","JASPER",1,33.431362,-83.790756,"JASPER"
"764","SC","LEXINGTON",2,33.871866,-81.414643,"LEXINGTON"
"765","SC","NEWBERRY",1,34.221772,-81.872428,"NEWBERRY"
"766","SC","OCONEE",1,33.805718,-83.48171,"OCONEE"
"767","SC","ORANGEBURG",1,33.341855,-80.565482,"ORANGEBURG"
"768","SC","PICKENS",2,33.236962,-88.061517,"PICKENS"
"769","SC","RICHLAND",3,38.65,-88.047886,"RICHLAND"
"770","SC","SALUDA",1,33.88797,-81.679404,"SALUDA"
"771","SC","SPARTANBURG",4,35.011309,-81.993403,"SPARTANBURG"
"772","SC","SUMTER",2,32.621168,-88.285932,"SUMTER"
"773","SC","UNION",3,33.266043,-92.597514,"UNION"
"774","SC","WILLIAMSBURG",1,33.785465,-79.832218,"WILLIAMSBURG"
"775","SC","YORK",1,43.279539,-70.740013,"YORK"
"776","SD","BROWN",1,39.978147,-90.756924,"BROWN"
"777","SD","FALL RIVER",1,43.294549,-103.830431,"FALL RIVER"
"778","SD","LAWRENCE",3,34.673954,-87.28962,"LAWRENCE"
"779","SD","MINNEHAHA",1,43.64514,-96.814589,"MINNEHAHA"
"780","SD","PENNINGTON",1,48.076333,-96.149002,"PENNINGTON"
"781","SD","UNION",1,33.266043,-92.597514,"UNION"
"782","SD","YANKTON",3,42.886136,-97.209902,"YANKTON"
"783","TN","BEDFORD",2,40.198627,-78.622801,"BEDFORD"
"784","TN","BLOUNT",3,33.922162,-86.449262,"BLOUNT"
"785","TN","BRADLEY",1,33.566349,-92.240352,"BRADLEY"
"786","TN","DAVIDSON",6,35.608108,-80.144554,"DAVIDSON"
"787","TN","DICKSON",1,36.039122,-87.26284,"DICKSON"
"788","TN","FAYETTE",1,33.712675,-87.774117,"FAYETTE"
"789","TN","FRANKLIN",1,34.373392,-87.946916,"FRANKLIN"
"790","TN","HAMILTON",4,30.495814,-82.985428,"HAMILTON"
"791","TN","HAWKINS",2,36.495148,-82.732009,"HAWKINS"
"792","TN","HENRY",1,31.559402,-85.222965,"HENRY"
"793","TN","HICKMAN",1,36.680798,-88.979474,"HICKMAN"
"794","TN","KNOX",3,40.964613,-90.213654,"KNOX"
"795","TN","LAKE",2,38.946476,-122.657017,"LAKE"
"796","TN","LAWRENCE",1,34.673954,-87.28962,"LAWRENCE"
"797","TN","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"798","TN","LOUDON",3,35.674723,-84.189652,"LOUDON"
"799","TN","OVERTON",1,36.481086,-85.346687,"OVERTON"
"800","TN","POLK",1,34.537164,-94.0972,"POLK"
"801","TN","PUTNAM",1,29.799631,-81.627324,"PUTNAM"
"802","TN","RHEA",1,35.556414,-84.979171,"RHEA"
"803","TN","RUTHERFORD",1,35.440832,-81.789415,"RUTHERFORD"
"804","TN","SCOTT",1,34.882558,-94.079724,"SCOTT"
"805","TN","SEVIER",1,33.837053,-94.120289,"SEVIER"
"806","TN","SHELBY",6,33.193415,-86.794377,"SHELBY"
"807","TN","SULLIVAN",3,38.966806,-87.384354,"SULLIVAN"
"808","TN","SUMNER",2,37.248959,-97.690887,"SUMNER"
"809","TN","TIPTON",1,40.289836,-86.149423,"TIPTON"
"810","TN","UNICOI",1,36.06833,-82.399677,"UNICOI"
"811","TN","WASHINGTON",2,31.406683,-88.175846,"WASHINGTON"
"812","TN","WILSON",1,37.525023,-95.661801,"WILSON"
"813","TX","ANDREWS",1,32.370377,-102.523255,"ANDREWS"
"814","TX","ANGELINA",1,31.276467,-94.508447,"ANGELINA"
"815","TX","ATASCOSA",1,28.788589,-98.139626,"ATASCOSA"
"816","TX","BASTROP",2,30.140905,-97.313592,"BASTROP"
"817","TX","BELL",1,36.714629,-83.64046,"BELL"
"818","TX","BEXAR",7,29.279376,-98.735851,"BEXAR"
"819","TX","BRAZORIA",3,28.995948,-95.520413,"BRAZORIA"
"820","TX","BRAZOS",1,30.667044,-96.361631,"BRAZOS"
"821","TX","CAMERON",1,29.791099,-93.437979,"CAMERON"
"822","TX","CASTRO",1,34.530453,-102.262133,"CASTRO"
"823","TX","COLLIN",2,33.208033,-96.646773,"COLLIN"
"824","TX","DALLAS",19,32.43372,-87.055532,"DALLAS"
"825","TX","DENTON",2,33.007436,-96.895893,"DENTON"
"826","TX","EL PASO",2,39.086393,-104.807666,"EL PASO"
"827","TX","ERATH",1,32.321348,-98.108828,"ERATH"
"828","TX","FOARD",1,33.968163,-99.641288,"FOARD"
"829","TX","FORT BEND",2,29.50401,-95.919107,"FORT BEND"
"830","TX","FRANKLIN",1,34.373392,-87.946916,"FRANKLIN"
"831","TX","GALVESTON",1,29.403211,-95.073408,"GALVESTON"
"832","TX","GRAYSON",1,37.552184,-86.483592,"GRAYSON"
"833","TX","GREGG",2,32.517846,-94.730285,"GREGG"
"834","TX","HARRIS",24,32.661625,-84.855447,"HARRIS"
"835","TX","HENDERSON",1,40.853583,-90.864536,"HENDERSON"
"836","TX","HIDALGO",8,32.055007,-108.62913,"HIDALGO"
"837","TX","HOUSTON",1,31.148124,-85.371845,"HOUSTON"
"838","TX","JACK",1,33.161547,-98.387427,"JACK"
"839","TX","JEFFERSON",3,33.578097,-86.987228,"JEFFERSON"
"840","TX","JIM WELLS",2,27.703829,-98.055296,"JIM WELLS"
"841","TX","KAUFMAN",1,32.661312,-96.444347,"KAUFMAN"
"842","TX","KLEBERG",1,27.422876,-97.84068,"KLEBERG"
"843","TX","LAMPASAS",1,31.107716,-97.957926,"LAMPASAS"
"844","TX","LLANO",1,30.70395,-98.657239,"LLANO"
"845","TX","LUBBOCK",2,33.593715,-101.814803,"LUBBOCK"
"846","TX","MIDLAND",1,43.720284,-84.52035,"MIDLAND"
"847","TX","MILAM",1,30.868537,-97.055021,"MILAM"
"848","TX","MONTAGUE",1,33.530011,-97.856849,"MONTAGUE"
"849","TX","MONTGOMERY",3,32.310624,-86.186132,"MONTGOMERY"
"850","TX","NACOGDOCHES",1,31.714047,-94.841773,"NACOGDOCHES"
"851","TX","NUECES",3,27.836111,-97.530388,"NUECES"
"852","TX","ORANGE",1,33.640302,-117.769442,"ORANGE"
"853","TX","PARKER",2,32.681918,-97.779522,"PARKER"
"854","TX","RUNNELS",2,31.770615,-99.911547,"RUNNELS"
"855","TX","SAN PATRICIO",2,27.912454,-97.188437,"SAN PATRICIO"
"856","TX","SOMERVELL",1,32.210812,-97.792155,"SOMERVELL"
"857","TX","STARR",1,26.421394,-98.848757,"STARR"
"858","TX","TARRANT",7,32.771419,-97.291484,"TARRANT"
"859","TX","TAYLOR",2,29.931864,-83.55146,"TAYLOR"
"860","TX","TITUS",1,33.22101,-94.984645,"TITUS"
"861","TX","TRAVIS",4,30.326374,-97.771258,"TRAVIS"
"862","TX","VICTORIA",2,28.777373,-97.026681,"VICTORIA"
"863","TX","WALLER",1,29.85915,-95.98022,"WALLER"
"864","TX","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
