"","STATE","COUNTY","cases","lat","lon","check"
"865","TX","WEBB",1,27.515879,-99.494078,"WEBB"
"866","TX","WICHITA",2,38.477827,-101.293036,"WICHITA"
"867","UT","CACHE",1,41.816936,-111.998197,"CACHE"
"868","UT","SALT LAKE",5,40.592045,-112.0786,"SALT LAKE"
"869","UT","UTAH",3,40.395796,-111.803101,"UTAH"
"870","UT","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
"871","UT","WEBER",1,41.178743,-112.052525,"WEBER"
"872","VA","ACCOMACK",1,37.712919,-75.661132,"ACCOMACK"
"873","VA","ALBEMARLE",1,38.093604,-78.561139,"ALBEMARLE"
"874","VA","ALEXANDRIA CITY",1,38.823062,-77.079622,"ALEXANDRIA CITY"
"875","VA","ARLINGTON",1,38.885484,-77.099113,"ARLINGTON"
"876","VA","AUGUSTA",1,38.325455,-79.094228,"AUGUSTA"
"877","VA","BEDFORD",1,40.198627,-78.622801,"BEDFORD"
"878","VA","BLAND",1,37.127348,-81.15842,"BLAND"
"879","VA","BUCHANAN",1,42.570346,-91.748063,"BUCHANAN"
"880","VA","CARROLL",1,36.431111,-93.699392,"CARROLL"
"881","VA","CHARLOTTESVILLE CITY",2,38.026588,-78.48045,"CHARLOTTESVILLE CITY"
"882","VA","CHESTERFIELD",1,34.470238,-80.256814,"CHESTERFIELD"
"883","VA","CULPEPER",1,38.511694,-77.9928,"CULPEPER"
"884","VA","DANVILLE CITY",1,36.603501,-79.376228,"DANVILLE CITY"
"885","VA","FAIRFAX",5,38.84479,-77.46701,"FAIRFAX"
"886","VA","FAIRFAX CITY",3,38.853231,-77.305097,"FAIRFAX CITY"
"887","VA","FAUQUIER",3,38.840456,-77.891136,"FAUQUIER"
"888","VA","FRANKLIN",1,34.373392,-87.946916,"FRANKLIN"
"889","VA","FREDERICKSBURG CITY",1,38.295135,-77.483689,"FREDERICKSBURG CITY"
"890","VA","HALIFAX",1,36.279884,-77.723443,"HALIFAX"
"891","VA","HANOVER",2,37.754912,-77.480128,"HANOVER"
"892","VA","HARRISONBURG CITY",1,38.422777,-78.877137,"HARRISONBURG CITY"
"893","VA","HENRY",1,31.559402,-85.222965,"HENRY"
"894","VA","JAMES CITY",1,37.223482,-76.783317,"JAMES CITY"
"895","VA","KING GEORGE",2,38.326218,-77.039825,"KING GEORGE"
"896","VA","LOUDOUN",1,39.002125,-77.442066,"LOUDOUN"
"897","VA","MANASSAS CITY",1,38.744685,-77.487162,"MANASSAS CITY"
"898","VA","MARTINSVILLE CITY",1,36.681298,-79.86626,"MARTINSVILLE CITY"
"899","VA","MECKLENBURG",1,35.473286,-80.872585,"MECKLENBURG"
"900","VA","NELSON",1,37.822585,-85.466944,"NELSON"
"901","VA","NEWPORT NEWS CITY",2,37.058296,-76.463471,"NEWPORT NEWS CITY"
"902","VA","NORFOLK CITY",1,36.895911,-76.208521,"NORFOLK CITY"
"903","VA","PITTSYLVANIA",1,36.594226,-79.616614,"PITTSYLVANIA"
"904","VA","RICHMOND CITY",1,37.524246,-77.493157,"RICHMOND CITY"
"905","VA","ROANOKE CITY",2,37.274175,-79.95786,"ROANOKE CITY"
"906","VA","RUSSELL",1,32.286092,-85.161497,"RUSSELL"
"907","VA","TAZEWELL",1,40.425189,-89.62064,"TAZEWELL"
"908","VA","VIRGINIA BEACH CITY",6,36.844004,-76.12036,"VIRGINIA BEACH CITY"
"909","VA","WILLIAMSBURG CITY",2,37.310451,-76.746769,"WILLIAMSBURG CITY"
"910","VA","WINCHESTER CITY",1,39.169668,-78.16856,"WINCHESTER CITY"
"911","VA","WISE",2,33.111268,-97.638617,"WISE"
"912","VA","YORK",1,43.279539,-70.740013,"YORK"
"913","VT","CHITTENDEN",1,44.507404,-73.151384,"CHITTENDEN"
"914","VT","FRANKLIN",1,34.373392,-87.946916,"FRANKLIN"
"915","VT","LAMOILLE",1,44.724842,-72.701554,"LAMOILLE"
"916","VT","ORLEANS",3,29.958304,-90.077,"ORLEANS"
"917","VT","RUTLAND",3,43.630346,-72.93586,"RUTLAND"
"918","VT","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
"919","WA","BENTON",1,36.397805,-94.043837,"BENTON"
"920","WA","CLARK",2,34.055486,-93.189406,"CLARK"
"921","WA","COWLITZ",2,46.379714,-123.056039,"COWLITZ"
"922","WA","GRANT",1,34.152591,-92.304314,"GRANT"
"923","WA","GRAYS HARBOR",1,47.002735,-123.67129,"GRAYS HARBOR"
"924","WA","JEFFERSON",1,33.578097,-86.987228,"JEFFERSON"
"925","WA","KING",12,33.616572,-100.254835,"KING"
"926","WA","KITSAP",1,47.680763,-122.576199,"KITSAP"
"927","WA","OKANOGAN",1,48.365236,-119.829391,"OKANOGAN"
"928","WA","PIERCE",7,31.326324,-82.271206,"PIERCE"
"929","WA","SKAMANIA",1,45.784205,-121.841736,"SKAMANIA"
"930","WA","SNOHOMISH",6,47.840068,-122.197238,"SNOHOMISH"
"931","WA","SPOKANE",3,47.643803,-117.59205,"SPOKANE"
"932","WA","THURSTON",4,42.146597,-96.545297,"THURSTON"
"933","WA","WAHKIAKUM",1,46.214628,-123.334899,"WAHKIAKUM"
"934","WA","WHATCOM",2,48.688554,-122.186966,"WHATCOM"
"935","WA","YAKIMA",3,46.644476,-120.725557,"YAKIMA"
"936","WI","CHIPPEWA",2,46.278437,-84.196899,"CHIPPEWA"
"937","WI","CLARK",1,34.055486,-93.189406,"CLARK"
"938","WI","DANE",2,42.903829,-89.586339,"DANE"
"939","WI","DODGE",1,32.150374,-83.055544,"DODGE"
"940","WI","FOND DU LAC",1,43.682727,-88.350947,"FOND DU LAC"
"941","WI","JACKSON",1,34.799983,-85.803464,"JACKSON"
"942","WI","KENOSHA",1,42.58098,-87.662878,"KENOSHA"
"943","WI","LANGLADE",1,45.160809,-89.093942,"LANGLADE"
"944","WI","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"945","WI","MANITOWOC",4,43.935653,-87.80346,"MANITOWOC"
"946","WI","MILWAUKEE",10,42.948015,-87.866831,"MILWAUKEE"
"947","WI","MONROE",1,31.56779,-87.250028,"MONROE"
"948","WI","ONEIDA",1,42.234859,-112.599201,"ONEIDA"
"949","WI","OUTAGAMIE",2,44.470235,-88.454719,"OUTAGAMIE"
"950","WI","PIERCE",1,31.326324,-82.271206,"PIERCE"
"951","WI","POLK",1,34.537164,-94.0972,"POLK"
"952","WI","PORTAGE",1,41.040507,-81.194614,"PORTAGE"
"953","WI","ROCK",2,43.612344,-96.364663,"ROCK"
"954","WI","SAWYER",1,45.837967,-91.291784,"SAWYER"
"955","WI","SHAWANO",1,44.699153,-88.454312,"SHAWANO"
"956","WI","SHEBOYGAN",1,43.658488,-87.973717,"SHEBOYGAN"
"957","WI","VILAS",1,46.078442,-89.531393,"VILAS"
"958","WI","WALWORTH",1,45.29069,-99.991823,"WALWORTH"
"959","WI","WASHINGTON",1,31.406683,-88.175846,"WASHINGTON"
"960","WI","WAUKESHA",3,43.062707,-88.105906,"WAUKESHA"
"961","WI","WAUPACA",3,44.617819,-89.016622,"WAUPACA"
"962","WI","WAUSHARA",1,44.026085,-89.486854,"WAUSHARA"
"963","WI","WINNEBAGO",1,43.37731,-93.803062,"WINNEBAGO"
"964","WI","WOOD",1,41.376449,-83.613714,"WOOD"
"965","WV","BERKELEY",1,33.192514,-80.03063,"BERKELEY"
"966","WV","BRAXTON",1,38.777546,-80.656974,"BRAXTON"
"967","WV","BROOKE",1,40.225862,-80.65135,"BROOKE"
"968","WV","CABELL",2,38.379347,-82.264954,"CABELL"
"969","WV","FAYETTE",1,33.712675,-87.774117,"FAYETTE"
"970","WV","HANCOCK",1,33.257068,-83.08922,"HANCOCK"
"971","WV","JEFFERSON",1,33.578097,-86.987228,"JEFFERSON"
"972","WV","KANAWHA",2,38.243675,-81.771226,"KANAWHA"
"973","WV","LEWIS",1,46.269379,-116.539248,"LEWIS"
"974","WV","LINCOLN",1,34.024648,-91.626178,"LINCOLN"
"975","WV","LOGAN",1,35.130561,-93.749342,"LOGAN"
"976","WV","MARION",1,34.16493,-87.739592,"MARION"
"977","WV","MARSHALL",1,34.393855,-86.365403,"MARSHALL"
"978","WV","MINGO",1,37.743063,-82.10801,"MINGO"
"979","WV","MONONGALIA",2,39.609911,-79.983141,"MONONGALIA"
"980","WV","RALEIGH",1,37.784459,-81.118491,"RALEIGH"
"981","WV","UPSHUR",1,32.769819,-94.703213,"UPSHUR"
"982","WV","WAYNE",1,31.600775,-81.957787,"WAYNE"
"983","WY","ALBANY",1,42.482455,-73.936671,"ALBANY"
"984","WY","CAMPBELL",1,38.921584,-84.374584,"CAMPBELL"
"985","WY","CARBON",1,45.161913,-109.158349,"CARBON"
"986","WY","NATRONA",1,42.859875,-106.312561,"NATRONA"
